id;asignatura;tipo;pregunta;opciones;respuesta_correcta;extra
N156;Naturals;ordenar;Order steps of filtration;mixture filter clean water;mixture filter clean water;
N157;Naturals;ordenar;Order steps of distillation;heat liquid vapor liquid;heat liquid vapor liquid;
N158;Naturals;escribir;Write one artificial material;;plastic;
N159;Naturals;escribir;Write one natural material;;wood;
N160;Naturals;escribir;Write one magnetic object;;steel spoon;
N161;Naturals;escribir;Write one object made of glass;;window;
N162;Naturals;escribir;Write one object made of metal;;metal bar;
N163;Naturals;escribir;Write one object that sinks;;stone;
N164;Naturals;escribir;Write one object that floats;;plastic ball;
N165;Naturals;escribir;Write one homogeneous mixture;;sugar water;
N166;Naturals;escribir;Write one heterogeneous mixture;;oil and water;
N167;Naturals;test;Which material is used to stick bricks?;cement|glass|plastic;cement;
N168;Naturals;verdadero_falso;Cement is a material;VERDADERO|FALSO;VERDADERO;
N169;Naturals;test;Which material is powdery?;cement|metal|glass;cement;
N170;Naturals;test;Which material is shiny?;metal|paper|wood;metal;
N171;Naturals;verdadero_falso;All metals are magnetic;VERDADERO|FALSO;FALSO;
N172;Naturals;test;Which material does not absorb water?;glass|paper|wood;glass;
N173;Naturals;arrastrar;Drag shiny materials;metal|glass|paper;metal|glass;
N174;Naturals;arrastrar;Drag dull materials;wood|paper|metal;wood|paper;
N175;Naturals;test;Which material is safest for windows?;glass|paper|brick;glass;
N176;Naturals;verdadero_falso;Plastic can be recycled;VERDADERO|FALSO;VERDADERO;
N177;Naturals;test;Which material can be recycled easily?;metal|paper|plastic;metal;
N178;Naturals;ordenar;Order materials by absorbency;glass plastic paper;glass plastic paper;
N179;Naturals;ordenar;Order objects by floating ability;metal wood plastic;metal wood plastic;
N180;Naturals;test;Which material is hardest?;steel|plastic|paper;steel;
N181;Naturals;verdadero_falso;Paper is a tough material;VERDADERO|FALSO;FALSO;
N182;Naturals;test;Which material tears easily?;paper|metal|glass;paper;
N183;Naturals;arrastrar;Drag breakable materials;glass|paper|metal;glass|paper;
N184;Naturals;arrastrar;Drag unbreakable materials;metal|plastic|glass;metal|plastic;
N185;Naturals;test;Which material is used for floors?;wood|glass|paper;wood;
N186;Naturals;verdadero_falso;Wood is waterproof;VERDADERO|FALSO;FALSO;
N187;Naturals;test;Which material feels cold to touch?;metal|wood|plastic;metal;
N188;Naturals;test;Which material feels warm to touch?;wood|metal|glass;wood;
N189;Naturals;escribir;Write one use of glass;;window;
N190;Naturals;escribir;Write one use of plastic;;bottle;
N191;Naturals;escribir;Write one use of metal;;tools;
N192;Naturals;test;Which material is best for bottles?;plastic|paper|stone;plastic;
N193;Naturals;verdadero_falso;Glass bottles are flexible;VERDADERO|FALSO;FALSO;
N194;Naturals;test;Which material is strong and heavy?;steel|paper|plastic;steel;
N195;Naturals;arrastrar;Drag building materials;bricks|cement|paper;bricks|cement;
N196;Naturals;arrastrar;Drag non building materials;plastic ball|paper picture|cement;plastic ball|paper picture;
N197;Naturals;ordenar;Order materials by strength;paper plastic metal;paper plastic metal;
N198;Naturals;ordenar;Order separation methods by complexity;magnetism filtration distillation;magnetism filtration distillation;
N199;Naturals;verdadero_falso;Separation methods help sort mixtures;VERDADERO|FALSO;VERDADERO;
N200;Naturals;test;Which method is best for iron and sand?;magnetism|filtration|evaporation;magnetism;
G001;Listening;listening;I like cats;Gato|Perro|Caballo;Gato;
I201;Ingles;test;Choose the correct spelling;apple|appel|aple;apple;
I202;Ingles;test;Choose the correct spelling;banana|bananna|bananah;banana;
I203;Ingles;test;Choose the correct spelling;orange|oranje|orenge;orange;
I204;Ingles;test;Choose the correct spelling;grape|graip|greip;grape;
I205;Ingles;test;Choose the correct spelling;strawberry|strawbery|strawbarry;strawberry;
I206;Ingles;test;Choose the correct spelling;pear|peer|peir;pear;
I207;Ingles;test;Choose the correct spelling;melon|mellon|melone;melon;
I208;Ingles;test;Choose the correct spelling;lemon|lemin|lemmn;lemon;
I209;Ingles;test;Choose the correct spelling;peach|peech|pech;peach;
I210;Ingles;test;Choose the correct spelling;plum|ploom|plam;plum;
I211;Ingles;test;Choose the word with ai;rain|ran|rein;rain;
I212;Ingles;test;Choose the word with ai;train|tren|trein;train;
I213;Ingles;test;Choose the word with ai;paint|pent|pint;paint;
I214;Ingles;test;Choose the word with ai;mail|mel|mill;mail;
I215;Ingles;test;Choose the word with ai;tail|tel|tale;tail;
I216;Ingles;test;Choose the word with ay;play|plai|pley;play;
I217;Ingles;test;Choose the word with ay;day|dai|dei;day;
I218;Ingles;test;Choose the word with ay;stay|stai|stei;stay;
I219;Ingles;test;Choose the word with ay;gray|grai|grei;gray;
I220;Ingles;test;Choose the word with ay;way|wai|wey;way;
I221;Ingles;test;Choose the correct country name;Spain|Spane|Spein;Spain;
I222;Ingles;test;Choose the correct country name;Canada|Caneda|Kanada;Canada;
I223;Ingles;test;Choose the correct country name;Mexico|Mejico|Mexiko;Mexico;
I224;Ingles;test;Choose the correct country name;Brazil|Brasil|Brazzil;Brazil;
I225;Ingles;test;Choose the correct country name;China|Chaina|Chena;China;
I226;Ingles;test;Choose the correct country name;India|Indea|Indya;India;
I227;Ingles;test;Choose the correct country name;Poland|Polend|Polant;Poland;
I228;Ingles;test;Choose the correct country name;UK|UQ|UC;UK;
I229;Ingles;test;Choose the correct country name;USA|USa|Usa;USA;
I230;Ingles;test;Choose the correct country name;New Zealand|New Zeland|New Zealend;New Zealand;
I231;Ingles;test;Choose the correct word;his|hiz|hes;his;
I232;Ingles;test;Choose the correct word;her|hir|hur;her;
I233;Ingles;test;Choose the correct word;our|aur|or;our;
I234;Ingles;test;Choose the correct word;their|thare|thear;their;
I235;Ingles;test;Choose the correct spelling;these|theese|thes;these;
I236;Ingles;test;Choose the correct spelling;those|thoose|thos;those;
I237;Ingles;test;Choose the correct spelling;apple juice|apple joose|aple juice;apple juice;
I238;Ingles;test;Choose the correct spelling;fruit salad|frut salad|fruit sallad;fruit salad;
I239;Ingles;test;Choose the correct spelling;banana milkshake|banana milkshak|bananna milkshake;banana milkshake;
I240;Ingles;test;Choose the correct spelling;grape juice|grap juice|graip juice;grape juice;
I241;Ingles;test;Choose the correct spelling;playground|plai ground|pleyground;playground;
I242;Ingles;test;Choose the correct spelling;rainy day|raine day|rany day;rainy day;
I243;Ingles;test;Choose the correct spelling;stay home|stai home|stei home;stay home;
I244;Ingles;test;Choose the correct spelling;train station|tren station|trein station;train station;
I245;Ingles;test;Choose the correct spelling;paint box|pent box|pint box;paint box;
I246;Ingles;test;Choose the correct spelling;day trip|dai trip|dei trip;day trip;
I247;Ingles;test;Choose the correct spelling;gray cat|grai cat|grei cat;gray cat;
I248;Ingles;test;Choose the correct spelling;mail box|mel box|mill box;mail box;
I249;Ingles;test;Choose the correct spelling;tail fin|tel fin|tale fin;tail fin;
I250;Ingles;test;Choose the correct spelling;way home|wai home|wey home;way home;
I251;Ingles;test;Choose the correct spelling;his apple|hes apple|hiz apple;his apple;
I252;Ingles;test;Choose the correct spelling;her bag|hir bag|hur bag;her bag;
I253;Ingles;test;Choose the correct spelling;our house|aur house|or house;our house;
I254;Ingles;test;Choose the correct spelling;their dog|thare dog|thear dog;their dog;
I255;Ingles;test;Choose the correct spelling;these apples|theese apples|thes apples;these apples;
I256;Ingles;test;Choose the correct spelling;those oranges|thoose oranges|thos oranges;those oranges;
I257;Ingles;test;Choose the correct spelling;Spain flag|Spane flag|Spein flag;Spain flag;
I258;Ingles;test;Choose the correct spelling;Canada map|Caneda map|Kanada map;Canada map;
I259;Ingles;test;Choose the correct spelling;Mexico city|Mejico city|Mexiko city;Mexico city;
I260;Ingles;test;Choose the correct spelling;Brazil fruit|Brasil fruit|Brazzil fruit;Brazil fruit;
I261;Ingles;test;Choose the correct spelling;China food|Chaina food|Chena food;China food;
I262;Ingles;test;Choose the correct spelling;India market|Indea market|Indya market;India market;
I263;Ingles;test;Choose the correct spelling;Poland map|Polend map|Polant map;Poland map;
I264;Ingles;test;Choose the correct spelling;UK flag|UQ flag|UC flag;UK flag;
I265;Ingles;test;Choose the correct spelling;USA food|USa food|Usa food;USA food;
I266;Ingles;test;Choose the correct spelling;New Zealand kiwi|New Zeland kiwi|New Zealend kiwi;New Zealand kiwi;
I267;Ingles;test;Choose the correct spelling;apple pie|appel pie|aple pie;apple pie;
I268;Ingles;test;Choose the correct spelling;banana cake|bananna cake|bananah cake;banana cake;
I269;Ingles;test;Choose the correct spelling;orange juice|oranje juice|orenge juice;orange juice;
I270;Ingles;test;Choose the correct spelling;grape tree|graip tree|greip tree;grape tree;
I271;Ingles;test;Choose the correct spelling;strawberry ice cream|strawbery ice cream|strawbarry ice cream;strawberry ice cream;
I272;Ingles;test;Choose the correct spelling;pear tree|peer tree|peir tree;pear tree;
I273;Ingles;test;Choose the correct spelling;melon slice|mellon slice|melone slice;melon slice;
I274;Ingles;test;Choose the correct spelling;lemon cake|lemin cake|lemmn cake;lemon cake;
I275;Ingles;test;Choose the correct spelling;peach juice|peech juice|pech juice;peach juice;
I276;Ingles;test;Choose the correct spelling;plum jam|ploom jam|plam jam;plum jam;
I277;Ingles;test;Choose the correct spelling;play a game|plai a game|pley a game;play a game;
I278;Ingles;test;Choose the correct spelling;rainy weather|raine weather|rany weather;rainy weather;
I279;Ingles;test;Choose the correct spelling;stay happy|stai happy|stei happy;stay happy;
I280;Ingles;test;Choose the correct spelling;train ticket|tren ticket|trein ticket;train ticket;
I281;Ingles;test;Choose the correct spelling;paint wall|pent wall|pint wall;paint wall;
I282;Ingles;test;Choose the correct spelling;day light|dai light|dei light;day light;
I283;Ingles;test;Choose the correct spelling;gray sky|grai sky|grei sky;gray sky;
I284;Ingles;test;Choose the correct spelling;mail letter|mel letter|mill letter;mail letter;
I285;Ingles;test;Choose the correct spelling;tail animal|tel animal|tale animal;tail animal;
I286;Ingles;test;Choose the correct spelling;way out|wai out|wey out;way out;
I287;Ingles;test;Choose the correct spelling;his bag|hes bag|hiz bag;his bag;
I288;Ingles;test;Choose the correct spelling;her book|hir book|hur book;her book;
I289;Ingles;test;Choose the correct spelling;our school|aur school|or school;our school;
I290;Ingles;test;Choose the correct spelling;their house|thare house|thear house;their house;
I291;Ingles;test;Choose the correct spelling;these books|theese books|thes books;these books;
I292;Ingles;test;Choose the correct spelling;those cars|thoose cars|thos cars;those cars;
I293;Ingles;test;Choose the correct spelling;Spain food|Spane food|Spein food;Spain food;
I294;Ingles;test;Choose the correct spelling;Canada flag|Caneda flag|Kanada flag;Canada flag;
I295;Ingles;test;Choose the correct spelling;Mexico map|Mejico map|Mexiko map;Mexico map;
I296;Ingles;test;Choose the correct spelling;Brazil music|Brasil music|Brazzil music;Brazil music;
I297;Ingles;test;Choose the correct spelling;China wall|Chaina wall|Chena wall;China wall;
I298;Ingles;test;Choose the correct spelling;India food|Indea food|Indya food;India food;
I299;Ingles;test;Choose the correct spelling;Poland city|Polend city|Polant city;Poland city;
I300;Ingles;test;Choose the correct spelling;UK capital|UQ capital|UC capital;UK capital;
I301;Ingles;ordenar;Order the sentence;These|are|apples;These|are|apples;
I302;Ingles;ordenar;Order the sentence;Those|are|bananas;Those|are|bananas;
I303;Ingles;ordenar;Order the sentence;This|is|his|apple;This|is|his|apple;
I304;Ingles;ordenar;Order the sentence;That|is|her|bag;That|is|her|bag;
I305;Ingles;ordenar;Order the sentence;These|are|our|books;These|are|our|books;
I306;Ingles;ordenar;Order the sentence;Those|are|their|fruits;Those|are|their|fruits;
I307;Ingles;ordenar;Order the sentence;He|is|from|Spain;He|is|from|Spain;
I308;Ingles;ordenar;Order the sentence;They|are|from|Brazil;They are from Brazil;
I309;Ingles;ordenar;Order the sentence;She|is|from|Canada;She|is|from|Canada;
I310;Ingles;ordenar;Order the sentence;We|are|from|Mexico;We|are|from|Mexico;
I311;Ingles;ordenar;Order the sentence;These|are|oranges;These|are|oranges;
I312;Ingles;ordenar;Order the sentence;Those|are|pears;Those|are|pears;
I313;Ingles;ordenar;Order the sentence;This|is|our|school;This|is|our|school;
I314;Ingles;ordenar;Order the sentence;That|is|their|house;That|is|their|house;
I315;Ingles;ordenar;Order the sentence;His|apple|is|red;His|apple|is|red;
I316;Ingles;ordenar;Order the sentence;Her|bag|is|blue;Her|bag|is|blue;
I317;Ingles;ordenar;Order the sentence;Our|country|is|Spain;Our|country|is|Spain;
I318;Ingles;ordenar;Order the sentence;Their|country|is|India;Their|country|is|India;
I319;Ingles;ordenar;Order the sentence;These|fruits|are|sweet;These|fruits|are|sweet;
I320;Ingles;ordenar;Order the sentence;Those|apples|are|big;Those|apples|are|big;
I321;Ingles;ordenar;Order the sentence;This|fruit|is|from|Spain;This|fruit|is|from|Spain;
I322;Ingles;ordenar;Order the sentence;Those|fruits|are|from|Brazil;Those|fruits|are|from|Brazil;
I323;Ingles;ordenar;Order the sentence;He|likes|apples;He|likes|apples;
I324;Ingles;ordenar;Order the sentence;She|likes|bananas;She|likes|bananas;
I325;Ingles;ordenar;Order the sentence;We|like|fruit;We|like|fruit;
I326;Ingles;ordenar;Order the sentence;They|like|oranges;They|like|oranges;
I327;Ingles;ordenar;Order the sentence;These|are|his|shoes;These|are|his|shoes;
I328;Ingles;ordenar;Order the sentence;Those|are|her|books;Those|are|her|books;
I329;Ingles;ordenar;Order the sentence;This|is|their|class;This|is|their|class;
I330;Ingles;ordenar;Order the sentence;That|is|our|city;That|is|our|city;
I331;Ingles;test;Choose the correct word for near objects;these|those;these;
I332;Ingles;test;Choose the correct word for far objects;these|those;those;
I333;Ingles;test;___ are apples near you;These|Those;These;
I334;Ingles;test;___ are bananas far away;These|Those;Those;
I335;Ingles;test;Choose the correct verb. These ___ apples;is|are;are;
I336;Ingles;test;Choose the correct verb. This ___ an apple;is|are;is;
I337;Ingles;test;Choose the correct possessive. The boy has an apple. It is ___ apple;his|her;his;
I338;Ingles;test;Choose the correct possessive. The girl has a bag. It is ___ bag;her|his;her;
I339;Ingles;test;Choose the correct possessive. We have a school. It is ___ school;our|their;our;
I340;Ingles;test;Choose the correct possessive. They have books. They are ___ books;their|our;their;
I341;Ingles;test;Choose the correct sentence;These is apples|These are apples;These are apples;
I342;Ingles;test;Choose the correct sentence;Those are apple|Those are apples;Those are apples;
I343;Ingles;test;Choose the correct option. She ___ from Spain;is|are;is;
I344;Ingles;test;Choose the correct option. They ___ from Brazil;is|are;are;
I345;Ingles;test;Choose the correct sentence;He is from Canada|He are from Canada;He is from Canada;
I346;Ingles;test;Choose the correct sentence;We are from Mexico|We is from Mexico;We are from Mexico;
I347;Ingles;test;Choose the correct option: ___ are our apples;These|This;These;
I348;Ingles;test;Choose the correct option: ___ is her bag;That|Those;That;
I349;Ingles;test;Choose the correct sentence;This are oranges|This is an orange;This is an orange;
I350;Ingles;test;Choose the correct sentence;Those is bananas|Those are bananas;Those are bananas;
I351;Ingles;test;Choose the correct option: Our country ___ Spain;is|are;is;
I352;Ingles;test;Choose the correct option: Their fruits ___ fresh;is|are;are;
I353;Ingles;test;Choose the correct sentence;These are their books|These is their books;These are their books;
I354;Ingles;test;Choose the correct option: ___ are his shoes;Those|That;Those;
I355;Ingles;test;Choose the correct option: ___ is our class;This|These;This;
I356;Ingles;test;The boy has a bike. It is ___ bike;his|her;his;
I357;Ingles;test;The girl has a hat. It is ___ hat;her|his;her;
I358;Ingles;test;The boys have bags. They are ___ bags;their|his;their;
I359;Ingles;test;The girls have books. They are ___ books;their|her;their;
I360;Ingles;test;The boy has shoes. They are ___ shoes;his|her;his;
I361;Ingles;test;The girl has apples. They are ___ apples;her|his;her;
I362;Ingles;test;The family has a house. It is ___ house;their|his;their;
I363;Ingles;test;The children have toys. They are ___ toys;their|our;their;
I364;Ingles;test;Choose the correct sentence;His books are blue|His book are blue;His books are blue;
I365;Ingles;test;Choose the correct sentence;Her apples is red|Her apples are red;Her apples are red;
I366;Ingles;test;Choose the correct sentence;Their bag is big|Their bags are big;Their bags are big;
I367;Ingles;test;Choose the correct sentence;His shoes is new|His shoes are new;His shoes are new;
I368;Ingles;test;Choose the correct option: His apple ___ red;is|are;is;
I369;Ingles;test;Choose the correct option: Her apples ___ red;is|are;are;
I370;Ingles;test;Choose the correct option: Their books ___ here;is|are;are;
I371;Ingles;test;Choose the correct sentence;Her book are green|Her books are green;Her books are green;
I372;Ingles;test;Choose the correct sentence;His apples is tasty|His apples are tasty;His apples are tasty;
I373;Ingles;test;Choose the correct sentence;Their toy is small|Their toys are small;Their toys are small;
I374;Ingles;test;Choose the correct option: The girl has bags They are ___ bags;her|his;her;
I375;Ingles;test;Choose the correct option: The boy has apples They are ___ apples;his|her;his;
I376;Ingles;verdadero_falso;His book are red;Verdadero|Falso;FALSO;
I377;Ingles;verdadero_falso;Her apples are sweet;Verdadero|Falso;VERDADERO;
I378;Ingles;verdadero_falso;Their bag is blue;Verdadero|Falso;FALSO;
I379;Ingles;verdadero_falso;Their bags are blue;Verdadero|Falso;VERDADERO;
I380;Ingles;verdadero_falso;His shoes is new;Verdadero|Falso;FALSO;
I381;Ingles;verdadero_falso;His shoes are new;Verdadero|Falso;VERDADERO;
I382;Ingles;verdadero_falso;Her book is green;Verdadero|Falso;VERDADERO;
I383;Ingles;verdadero_falso;Her books is green;Verdadero|Falso;FALSO;
I384;Ingles;verdadero_falso;Their toys are small;Verdadero|Falso;VERDADERO;
I385;Ingles;verdadero_falso;Their toy are small;Verdadero|Falso;FALSO;
I386;Ingles;verdadero_falso;The boy has apples. They are his apples;Verdadero|Falso;VERDADERO;
I387;Ingles;verdadero_falso;The girl has apples. They are his apples;Verdadero|Falso;FALSO;
I388;Ingles;verdadero_falso;The girls have bags. They are her bags;Verdadero|Falso;FALSO;
I389;Ingles;verdadero_falso;The girls have bags. They are their bags;Verdadero|Falso;VERDADERO;
I390;Ingles;arrastrar;Drag the correct possessive to the sentence;his|her;The boy has a hat. It is ___ hat;his;
I391;Ingles;arrastrar;Drag the correct possessive to the sentence;his|her;The girl has a bike. It is ___ bike;her;
I392;Ingles;arrastrar;Drag the correct possessive to the sentence;his|her;The boy has shoes. They are ___ shoes;his;
I393;Ingles;arrastrar;Drag the correct possessive to the sentence;his|her;The girl has apples. They are ___ apples;her;
I394;Ingles;arrastrar;Drag the correct possessive to the sentence;our|their;The children have toys. They are ___ toys;their;
I395;Ingles;arrastrar;Drag the correct possessive to the sentence;our|their;We have a school. It is ___ school;our;
I396;Ingles;arrastrar;Drag is or are to the sentence;is|are;His apple ___ red;is;
I397;Ingles;arrastrar;Drag is or are to the sentence;is|are;Her apples ___ red;are;
I398;Ingles;arrastrar;Drag is or are to the sentence;is|are;Their bags ___ heavy;are;
I399;Ingles;arrastrar;Drag is or are to the sentence;is|are;His book ___ blue;is;
I400;Ingles;verdadero_falso;His apples are on the table;Verdadero|Falso;VERDADERO;
I401;Ingles;verdadero_falso;Her shoes is black;Verdadero|Falso;FALSO;
I402;Ingles;verdadero_falso;Their books are here;Verdadero|Falso;VERDADERO;
I403;Ingles;verdadero_falso;Their book are here;Verdadero|Falso;FALSO;
